model,keypad,row,physical_key,access,prefix_color,function,description,keyboard_printed_page,keyboard_pdf_page,function_printed_pages,function_pdf_pages,manual_pdf
HP-25,,6,1,g,blue,FRAC,keep only the fractional part of X,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,2,none,,2,digit 2,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,2,f,gold,√x,square root of X,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,2,g,blue,x²,square of X,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,3,none,,3,digit 3,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,3,f,gold,y^x,raise Y to the X power,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,6,3,g,blue,ABS,absolute value of X,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,÷,none,,÷,divide,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,÷,f,gold,x=y,do next step only if X = Y,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,÷,g,blue,x=0,do next step only if X = 0,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,0,none,,0,digit 0,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,0,f,gold,→H.MS,decimal hours/degrees to hours-minutes-seconds format,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,0,g,blue,→H,hours-minutes-seconds to decimal hours/degrees,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,.,none,,.,decimal point,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,.,f,gold,LAST x,recall X as it was before the previous operation,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,.,g,blue,π,enter the value of pi,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,R/S,none,,R/S,start or stop program execution,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,R/S,f,gold,PAUSE,briefly halt a running program to show X,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-25,,7,R/S,g,blue,NOP,no operation,5–6; p009,,5–6,,hp/manuals/HP-25.pdf
HP-67,,1,A,none,,A,run the routine labelled A (default: 1/x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,A,f,gold,a,run the routine labelled A (default: 1/x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,B,none,,B,run the routine labelled B (default: √x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,B,f,gold,b,run the routine labelled B (default: √x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,C,none,,C,run the routine labelled C (default: y^x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,C,f,gold,c,run the routine labelled C (default: y^x),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,D,none,,D,run the routine labelled D (default: R↓),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,D,f,gold,d,run the routine labelled D (default: R↓),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,E,none,,E,run the routine labelled E (default: x⇄y),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,1,E,f,gold,e,run the routine labelled E (default: x⇄y),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,Σ+,none,,Σ+,accumulate X and Y into the statistics registers,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,Σ+,f,gold,x̄ (mean),,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,Σ+,g,blue,s (std dev),,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,Σ+,h,black,Σ−,remove X and Y from the statistics registers,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,GTO,none,,GTO,go to a step number or labelled routine,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,GTO,f,gold,GSB,call a labelled routine as a subroutine,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,GTO,g,blue,f,gold prefix; selects the gold function below a key,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,GTO,h,black,RTN,return from subroutine (or to step 000),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,DSP,none,,DSP,prefix; follow with digit to set displayed decimal places,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,DSP,f,gold,FIX,fixed-point display,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,DSP,g,blue,SCI,scientific-notation display,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,DSP,h,black,ENG,engineering-notation display,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,(i),none,,(i),indirect: address a register/step via the value in I,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,(i),f,gold,RND,round the mantissa to the displayed precision,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,(i),h,black,x⇄I,exchange X with the I (index) register,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,SST,none,,SST,single-step forward through program memory,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,SST,f,gold,LBL,mark the start of a labelled routine,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,SST,g,blue,f,gold prefix; selects the gold function below a key,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,2,SST,h,black,BST,step back through program memory,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,f,none,,f,gold prefix; selects the gold function below a key,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,g,none,,g,blue prefix; selects the blue function below a key,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,STO,none,,STO,"store X into a register (R0–R9, RA–RE); also register arithmetic",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,STO,f,gold,DSZ,"decrement I, skip next step if it reaches zero",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,STO,g,blue,DSZ (i),"decrement register addressed by I, skip if zero",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,STO,h,black,ST I,store X into the I (index) register,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,RCL,none,,RCL,recall a register into X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,RCL,f,gold,ISZ,"increment I, skip next step if it reaches zero",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,RCL,g,blue,ISZ (i),"increment register addressed by I, skip if zero",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,RCL,h,black,RC I,recall the I register into X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,3,h,none,,h,black prefix; selects the black function on a key's face,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,ENTER↑,none,,ENTER↑,copy X into Y to separate two numbers,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,ENTER↑,f,gold,W/DATA,write the storage registers onto a magnetic card,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,ENTER↑,g,blue,MERGE,merge card data/program without overwriting current contents,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,ENTER↑,h,black,DEG,set degrees mode for trigonometry,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CHS,none,,CHS,change sign of the number or its exponent,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CHS,f,gold,P⇄S,swap primary registers R0–R9 with protected secondary RS0–RS9,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CHS,h,black,RAD,set radians mode for trigonometry,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,EEX,none,,EEX,begin entering a power-of-ten exponent,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,EEX,f,gold,CL REG,clear all primary storage registers to zero,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,EEX,h,black,GRD,set grads mode for trigonometry,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CL X,none,,CL X,clear the displayed X-register to zero,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CL X,f,gold,CL PRGM,clear program memory and reset modes,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,4,CL X,h,black,DEL,delete the current program instruction,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,−,none,,−,subtract,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,−,f,gold,x=0,do next step only if X = 0,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,−,g,blue,x=y,do next step only if X = Y,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,−,h,black,SF,set the flag named by the following digit (0–3),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,7,none,,7,digit 7,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,7,f,gold,LN,natural logarithm (base e),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,7,g,blue,e^x,natural antilogarithm (e raised to X),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,7,h,black,x⇄y,exchange the X and Y registers,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,8,none,,8,digit 8,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,8,f,gold,LOG,common logarithm (base 10),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,8,g,blue,10^x,common antilogarithm (10 raised to X),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,8,h,black,R↓,roll the stack contents downward,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,9,none,,9,digit 9,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,9,f,gold,√x,square root of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,9,g,blue,x²,square of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,5,9,h,black,R↑,roll the stack contents upward,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,+,none,,+,add,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,+,f,gold,x≠0,do next step only if X ≠ 0,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,+,g,blue,x≠y,do next step only if X ≠ Y,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,+,h,black,CF,clear the flag named by the following digit,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,4,none,,4,digit 4,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,4,f,gold,SIN,sine of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,4,g,blue,SIN⁻¹,arc sine of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,4,h,black,1/x,reciprocal of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,5,none,,5,digit 5,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,5,f,gold,COS,cosine of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,5,g,blue,COS⁻¹,arc cosine of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,5,h,black,y^x,raise Y to the X power,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,6,none,,6,digit 6,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,6,f,gold,TAN,tangent of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,6,g,blue,TAN⁻¹,arc tangent of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,6,6,h,black,ABS,absolute value of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,×,none,,×,multiply,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,×,f,gold,x<0,do next step only if X < 0,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,×,g,blue,x≤y,do next step only if X ≤ Y,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,×,h,black,F?,do next step only if the named flag is set,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,1,none,,1,digit 1,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,1,f,gold,→R,"polar magnitude/angle to rectangular X,Y",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,1,g,blue,→P,"rectangular X,Y to polar magnitude and angle",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,1,h,black,PAUSE,pause a running program about one second,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,2,none,,2,digit 2,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,2,f,gold,D→R,convert degrees to radians,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,2,g,blue,R→D,convert radians to degrees,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,2,h,black,π,enter the value of pi,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,3,none,,3,digit 3,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,3,f,gold,→H,hours-minutes-seconds to decimal hours/degrees,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,3,g,blue,→H.MS,decimal hours/degrees to hours-minutes-seconds,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,7,3,h,black,REG,flash the storage registers for review,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,÷,none,,÷,divide,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,÷,f,gold,x>0,do next step only if X > 0,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,÷,g,blue,x>y,do next step only if X > Y,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,÷,h,black,N!,factorial of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,0,none,,0,digit 0,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,0,f,gold,%,compute x percent of y,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,0,g,blue,%CH,percent change from Y to X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,0,h,black,LST X,recall X as it was before the previous operation,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,.,none,,.,decimal point,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,.,f,gold,INT,keep only the integer part of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,.,g,blue,FRAC,keep only the fractional part of X,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,.,h,black,H.MS+,add two hours-minutes-seconds (or D.MS) values,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,R/S,none,,R/S,start or stop program execution,8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,R/S,f,gold,−x−,flash X five seconds (HP-97 print-compatible),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,R/S,g,blue,STK,"flash the whole stack (T, Z, Y, X) for review",8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-67,,8,R/S,h,black,SPACE,no-op on HP-67 (HP-97 print-compatible),8–12; p013,,8–13,,hp/manuals/HP-67.pdf
HP-97,,L1,A,none,,A,run the routine labelled A,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,A,f,gold,a,run the routine labelled A,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,B,none,,B,run the routine labelled B,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,B,f,gold,b,run the routine labelled B,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,C,none,,C,run the routine labelled C,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,C,f,gold,c,run the routine labelled C,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,D,none,,D,run the routine labelled D,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,D,f,gold,d,run the routine labelled D,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,E,none,,E,run the routine labelled E,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,E,f,gold,e,run the routine labelled E,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L1,f,none,,f,gold prefix; selects the gold function below a key,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,LBL,none,,LBL,mark the start of a labelled routine,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,LBL,f,gold,STF,set the flag named by the following digit (0–3),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,GTO,none,,GTO,go to a step number or labelled routine,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,GTO,f,gold,CLF,clear the flag named by the following digit,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,GSB,none,,GSB,call a labelled routine as a subroutine,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,GSB,f,gold,F?,do next step only if the named flag is set,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,RTN,none,,RTN,return from subroutine (or to step 000),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,RTN,f,gold,RND,round the mantissa to the displayed precision,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,BST,none,,BST,step back through program memory,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,BST,f,gold,DSZ,"decrement I (or addressed register), skip next step if zero",p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,SST,none,,SST,single-step forward through program memory,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L2,SST,f,gold,ISZ,"increment I (or addressed register), skip next step if zero",p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,y^x,none,,y^x,raise Y to the X power,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,y^x,f,gold,ABS,absolute value of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,LN,none,,LN,natural logarithm (base e),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,LN,f,gold,LOG,common logarithm (base 10),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,e^x,none,,e^x,natural antilogarithm (e raised to X),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,e^x,f,gold,10^x,common antilogarithm (10 raised to X),p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,→P,none,,→P,"rectangular X,Y to polar magnitude and angle",p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,→P,f,gold,INT,keep only the integer part of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,STO,none,,STO,"store X into a register (R0–R9, RA–RE, I); also register arithmetic",p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,STO,f,gold,→H.MS,decimal hours/degrees to hours-minutes-seconds,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,RCL,none,,RCL,recall a register into X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L3,RCL,f,gold,H.MS→,hours-minutes-seconds to decimal hours/degrees,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,SIN,none,,SIN,sine of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,SIN,f,gold,SIN⁻¹,arc sine of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,COS,none,,COS,cosine of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,COS,f,gold,COS⁻¹,arc cosine of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,TAN,none,,TAN,tangent of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,TAN,f,gold,TAN⁻¹,arc tangent of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,→R,none,,→R,"polar magnitude/angle to rectangular X,Y",p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,→R,f,gold,FRAC,keep only the fractional part of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,(i),none,,(i),indirect: address a register/step via the value in I,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,(i),f,gold,D→R,convert degrees to radians,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,I,none,,I,recall the I (index) register into X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L4,I,f,gold,R→D,convert radians to degrees,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,R/S,none,,R/S,start or stop program execution,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,R/S,f,gold,PAUSE,pause a running program about one second,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,1/x,none,,1/x,reciprocal of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,1/x,f,gold,N!,factorial of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,x²,none,,x²,square of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,x²,f,gold,x̄,mean of the accumulated x and y values,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,√x,none,,√x,square root of X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,√x,f,gold,s,sample standard deviation of the accumulated values,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,%,none,,%,compute x percent of y,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,%,f,gold,%CH,percent change from Y to X,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,Σ+,none,,Σ+,accumulate X and Y into the statistics registers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,L5,Σ+,f,gold,Σ−,remove X and Y from the statistics registers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,FIX,none,,FIX,fixed-point display,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,FIX,f,gold,PRINT SPACE,advance the paper one line without printing,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,SCI,none,,SCI,scientific-notation display,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,SCI,f,gold,PRINT PRGM,print the program listing,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,ENG,none,,ENG,engineering-notation display,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,ENG,f,gold,PRINT REG,print all primary storage registers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,PRINT x,none,,PRINT x,print the contents of the X-register,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R1,PRINT x,f,gold,PRINT STACK,print the stack registers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,ENTER↑,none,,ENTER↑,copy X into Y to separate two numbers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,ENTER↑,f,gold,DEG,set degrees mode for trigonometry,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,CHS,none,,CHS,change sign of the number or its exponent,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,CHS,f,gold,RAD,set radians mode for trigonometry,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,EEX,none,,EEX,begin entering a power-of-ten exponent,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,EEX,f,gold,GRD,set grads mode for trigonometry,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,÷,none,,÷,divide,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R2,÷,f,gold,π,enter the value of pi,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,R↓,none,,R↓,roll the stack contents downward,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,R↓,f,gold,R↑,roll the stack contents upward,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,7,none,,7,digit 7,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,7,f,gold,x≠y?,do next step only if X ≠ Y,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,8,none,,8,digit 8,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,8,f,gold,x=y?,do next step only if X = Y,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,9,none,,9,digit 9,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,9,f,gold,x>y?,do next step only if X > Y,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,×,none,,×,multiply,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R3,×,f,gold,x≤y?,do next step only if X ≤ Y,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R4,x⇄y,none,,x⇄y,exchange the X and Y registers,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
HP-97,,R4,x⇄y,f,gold,x⇄I,exchange X with the I (index) register,p010; 9–13,,9–13,,hp/manuals/HP-97.pdf
